group_id,scope_kind,kernel_name,gpu_id,row_count_per_mode,pmc_counter_numeric_row_count,pmc_counter_numeric_row_fraction,pmc_semantic_missing_counter_row_count,pmc_read_counter_numeric_row_count,pmc_read_counter_numeric_row_fraction,pmc_read_semantic_missing_counter_row_count,pmc_write_counter_numeric_row_count,pmc_write_counter_numeric_row_fraction,pmc_write_semantic_missing_counter_row_count,GPUBusy_pct,VALUBusy_pct,LDSBankConflict_pct,MemUnitStalled_pct,MemUnitBusy_pct,WriteUnitStalled_pct,L2CacheHit_pct,L2_hit_count,L2_miss_count,flat_read_wavefronts_sum,read_requests_sum,read_requests_32B_subset_sum,flat_write_wavefronts_sum,write_requests_sum,write_requests_64B_subset_sum,SQ_INSTS_VALU_sum,SQ_INSTS_VMEM_RD_sum,SQ_INSTS_VMEM_WR_sum,SQ_INSTS_LDS_sum,launch_shape_set_equal_across_modes,profiled_timing_is_production_latency,achieved_occupancy_available
chunk_group,kernel,chunk_scaled_dot_kkt_fwd_kernel,1,8016,8016,1.0,0,8016,1.0,0,8016,1.0,0,100.0,24.7570187485862,2.7700160837578967,3.673440105439228,23.036611224364492,3.6266167330925607,44.873126356924075,866194046,1064123978,0,280939360,0,0,783682560,783682560,7493124096,219525120,58540032,585400320,False,False,False
chunk_group,kernel,chunk_scaled_dot_kkt_fwd_kernel,all,16128,16128,1.0,0,16128,1.0,0,16128,1.0,0,100.0,24.695008967223433,2.7630779264026217,3.595185087831692,23.849994420137758,3.64237336053678,44.886320049667326,1744117935,2141515668,0,564870191,0,0,1577207808,1577207808,15057027072,441123840,117633024,1176330240,False,False,False
chunk_group,group,__GROUP_TOTAL__,0,32448,32447,0.999969181459566,1,32448,1.0,0,32448,1.0,0,100.0,22.32971789639613,16.37078932131524,6.06984385454042,37.567882068292974,0.7772698400789625,50.099420603867884,11218169230,11173645076,43158528,6404035370,0,52005888,5330839234,5330838707,65666307840,2366718720,381335808,16575436032,False,False,False
chunk_group,group,__GROUP_TOTAL__,1,32064,32063,0.9999688123752495,1,32064,1.0,0,32064,1.0,0,100.0,22.58690734590998,21.640008804667247,4.629209660647207,26.949756205020915,0.7597444119721718,45.465258329103044,8231674331,9873742054,42835968,6350100293,0,51342336,5255180835,5255180835,63343186944,2201905152,351992832,16179452928,False,False,False
chunk_group,group,__GROUP_TOTAL__,all,64512,64510,0.999968998015873,2,64512,1.0,0,64512,1.0,0,100.0,22.45546334047448,18.947023864111692,5.365486864749513,32.376452347980745,0.7687012819825196,48.027589119377694,19449843561,21047387130,85994496,12754135663,0,103348224,10586020069,10586019542,129009494784,4568623872,733328640,32754888960,False,False,False
gqa6,kernel,_gqa6,0,2704,2704,1.0,0,2703,0.9996301775147929,1,2703,0.9996301775147929,1,100.0,28.3150408416563,13.927740065374948,0.00972590679031555,14.036888304416461,0.0004606507671980864,88.84899730703032,98287886989,12335631529,13823480832,24172869069,0,0,264454272,264454308,439760300928,13842753024,17253888,170093197824,False,False,False
gqa6,kernel,_gqa6,1,2672,2672,1.0,0,2671,0.999625748502994,1,2671,0.999625748502994,1,100.0,27.728576545416875,13.738871380622337,0.00987332444638151,13.803859723949152,0.00045721075207203285,89.03959337615352,93566130068,11517604617,13129355520,22803344994,0,0,261216384,261216412,416205920640,13147971072,17060352,162078888960,False,False,False
gqa6,kernel,_gqa6,all,5376,5376,1.0,0,5374,0.9996279761904762,2,5374,0.9996279761904762,2,100.0,28.026642404894297,13.834862402087989,0.00979840058377094,13.922294664601422,0.0004589591126657422,88.94184790181721,191854017057,23853236146,26952836352,46976214063,0,0,525670656,525670720,855966221568,26990724096,34314240,332172086784,False,False,False
gqa6,group,__GROUP_TOTAL__,0,2704,2704,1.0,0,2703,0.9996301775147929,1,2703,0.9996301775147929,1,100.0,28.3150408416563,13.927740065374948,0.00972590679031555,14.036888304416461,0.0004606507671980864,88.84899730703032,98287886989,12335631529,13823480832,24172869069,0,0,264454272,264454308,439760300928,13842753024,17253888,170093197824,False,False,False
gqa6,group,__GROUP_TOTAL__,1,2672,2672,1.0,0,2671,0.999625748502994,1,2671,0.999625748502994,1,100.0,27.728576545416875,13.738871380622337,0.00987332444638151,13.803859723949152,0.00045721075207203285,89.03959337615352,93566130068,11517604617,13129355520,22803344994,0,0,261216384,261216412,416205920640,13147971072,17060352,162078888960,False,False,False
gqa6,group,__GROUP_TOTAL__,all,5376,5376,1.0,0,5374,0.9996279761904762,2,5374,0.9996279761904762,2,100.0,28.026642404894297,13.834862402087989,0.00979840058377094,13.922294664601422,0.0004589591126657422,88.94184790181721,191854017057,23853236146,26952836352,46976214063,0,0,525670656,525670720,855966221568,26990724096,34314240,332172086784,False,False,False
triton_rmsnorm,kernel,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,153768,153767,0.9999934966963218,1,153767,0.9999934966963218,1,153767,0.9999934966963218,1,100.0,8.627161728876576,0.0,1.786242365659349,11.766119129254346,2.446562470769345,20.189736575918154,1412758589,5584651128,0,3788893524,0,0,3845171189,3845220949,34479320802,738547584,368553968,208931220,True,False,False
triton_rmsnorm,kernel,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,153510,153509,0.9999934857663996,1,153509,0.9999934857663996,1,153509,0.9999934857663996,1,100.0,8.310137688430293,0.0,1.8241642066480013,11.54413840565008,2.285513733991414,20.24926150794233,1401528567,5519852573,0,3745788849,0,0,3767620592,3767651307,34071986643,729822480,364199920,206462934,False,False,False
triton_rmsnorm,kernel,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,307278,307276,0.9999934912359492,2,307276,0.9999934912359492,2,307276,0.9999934912359492,2,100.0,8.466624417084805,0.0,1.8054455478594849,11.65371065516243,2.3650092509144924,20.219336470485484,2814287156,11104503701,0,7534682373,0,0,7612791781,7612872256,68551307445,1468370064,732753888,415394154,False,False,False
triton_rmsnorm,group,__GROUP_TOTAL__,0,153768,153767,0.9999934966963218,1,153767,0.9999934966963218,1,153767,0.9999934966963218,1,100.0,8.627161728876576,0.0,1.786242365659349,11.766119129254346,2.446562470769345,20.189736575918154,1412758589,5584651128,0,3788893524,0,0,3845171189,3845220949,34479320802,738547584,368553968,208931220,True,False,False
triton_rmsnorm,group,__GROUP_TOTAL__,1,153510,153509,0.9999934857663996,1,153509,0.9999934857663996,1,153509,0.9999934857663996,1,100.0,8.310137688430293,0.0,1.8241642066480013,11.54413840565008,2.285513733991414,20.24926150794233,1401528567,5519852573,0,3745788849,0,0,3767620592,3767651307,34071986643,729822480,364199920,206462934,False,False,False
triton_rmsnorm,group,__GROUP_TOTAL__,all,307278,307276,0.9999934912359492,2,307276,0.9999934912359492,2,307276,0.9999934912359492,2,100.0,8.466624417084805,0.0,1.8054455478594849,11.65371065516243,2.3650092509144924,20.219336470485484,2814287156,11104503701,0,7534682373,0,0,7612791781,7612872256,68551307445,1468370064,732753888,415394154,False,False,False
