group_id,scope_kind,kernel_name,gpu_id,row_count_per_mode,pmc_counter_numeric_row_count,pmc_counter_numeric_row_fraction,pmc_semantic_missing_counter_row_count,pmc_read_counter_numeric_row_count,pmc_read_counter_numeric_row_fraction,pmc_read_semantic_missing_counter_row_count,pmc_write_counter_numeric_row_count,pmc_write_counter_numeric_row_fraction,pmc_write_semantic_missing_counter_row_count,GPUBusy_pct,VALUBusy_pct,LDSBankConflict_pct,MemUnitStalled_pct,MemUnitBusy_pct,WriteUnitStalled_pct,L2CacheHit_pct,L2_hit_count,L2_miss_count,flat_read_wavefronts_sum,read_requests_sum,read_requests_32B_subset_sum,flat_write_wavefronts_sum,write_requests_sum,write_requests_64B_subset_sum,SQ_INSTS_VALU_sum,SQ_INSTS_VMEM_RD_sum,SQ_INSTS_VMEM_WR_sum,SQ_INSTS_LDS_sum,launch_shape_set_equal_across_modes,profiled_timing_is_production_latency,achieved_occupancy_available
chunk_group,kernel,chunk_fwd_kernel_o,0,8112,8111,0.9998767258382643,1,8112,1.0,0,8112,1.0,0,100.0,34.05917618078958,16.63212912239635,8.804535607279616,71.54986066275382,0.26169243304173445,61.78655069150896,6499901842,4020028093,0,3217989011,0,0,793525248,793525248,27594633984,1359050496,59089152,4549864704,False,False,False
chunk_group,kernel,chunk_fwd_kernel_o,1,8016,8015,0.999875249500998,1,8016,1.0,0,8016,1.0,0,100.0,37.012780091832916,35.72714422027016,4.182580314500625,38.44858729385485,0.13749483833611134,56.23551770246379,3569927264,2778244514,0,3186902324,0,0,783682560,783682560,26751390720,1229276160,58536960,4390272000,False,False,False
chunk_group,kernel,chunk_fwd_kernel_o,all,16128,16126,0.9998759920634921,2,16128,1.0,0,16128,1.0,0,100.0,35.45434318231451,25.651867638642834,6.621304645640319,55.914113384632714,0.2030263454345969,59.6974649390413,10069829106,6798272607,0,6404891335,0,0,1577207808,1577207808,54346024704,2588326656,117626112,8940136704,False,False,False
chunk_group,kernel,chunk_gated_delta_rule_fwd_kernel_h_blockdim64,0,8112,8112,1.0,0,8112,1.0,0,8112,1.0,0,100.0,17.252091395437322,20.464657604629164,5.43808791743664,23.966660885144176,0.5742836876133819,36.62656786129509,3497280923,6051200213,43158528,2889486617,0,52005888,3714053894,3714053894,29148632064,756523008,233607168,11257362432,True,False,False
chunk_group,kernel,chunk_gated_delta_rule_fwd_kernel_h_blockdim64,1,8016,8016,1.0,0,8016,1.0,0,8016,1.0,0,100.0,17.36326544216056,20.513321639053522,5.335731585844969,23.985297660666692,0.5815188174811211,36.56305613438246,3462052094,6006664310,42835968,2869788873,0,51342336,3657498929,3657498929,28945004544,749445120,231257088,11181828096,True,False,False
chunk_group,kernel,chunk_gated_delta_rule_fwd_kernel_h_blockdim64,all,16128,16128,1.0,0,16128,1.0,0,16128,1.0,0,100.0,17.307301321630074,20.48882455571172,5.387256939532192,23.97591605783417,0.5778767113249975,36.59494519296033,6959333017,12057864523,85994496,5759275490,0,103348224,7371552823,7371552823,58093636608,1505968128,464864256,22439190528,True,False,False
chunk_group,kernel,chunk_local_cumsum_scalar_kernel,0,8112,8112,1.0,0,8112,1.0,0,8112,1.0,0,100.0,7.238872475470718,0.0,2.8144552879265445,18.829357980893416,0.1461802502014374,93.20132593634165,343062576,25025080,0,12628911,0,0,29734844,29734317,1359138816,29546496,29546496,177278976,False,False,False
chunk_group,kernel,chunk_local_cumsum_scalar_kernel,1,8016,8016,1.0,0,8016,1.0,0,8016,1.0,0,100.0,0.8815473725409089,0.0,1.3828297879897269,8.174365877235266,0.13248786247311586,93.10202404940593,333500927,24709252,0,12469736,0,0,30316786,30316786,153667584,3658752,3658752,21952512,True,False,False
chunk_group,kernel,chunk_local_cumsum_scalar_kernel,all,16128,16128,1.0,0,16128,1.0,0,16128,1.0,0,100.0,4.178199826663109,0.0,2.125213045309003,13.699615144570892,0.13958818263553155,93.15235023384037,676563503,49734332,0,25098647,0,0,60051630,60051103,1512806400,33205248,33205248,199231488,False,False,False
chunk_group,kernel,chunk_scaled_dot_kkt_fwd_kernel,0,8112,8112,1.0,0,8112,1.0,0,8112,1.0,0,100.0,24.63388497111399,2.75623887788688,3.518047912265723,24.651758757977856,3.6579049107766366,44.89934506884016,877923889,1077391690,0,283930831,0,0,793525248,793525248,7563902976,221598720,59092992,590929920,False,False,False
