group_id,scope_kind,kernel_name,gpu_id,mode_id,row_count,counter_numeric_row_count,counter_numeric_row_fraction,counter_coverage_status,semantic_missing_counter_row_count,semantic_missing_counter_cell_count,negative_counter_cell_count,profiled_kernel_duration_ns_sum_not_production_latency,profiler_dispatch_to_complete_ns_sum_not_production_latency,end_gt_complete_row_count,end_gt_complete_delta_ns_sum,end_gt_complete_delta_ns_max,GPUBusy_pct,VALUBusy_pct,LDSBankConflict_pct,MemUnitStalled_pct,MemUnitBusy_pct,MemUnitBusy_eligible_row_count,MemUnitStalled_eligible_row_count,SQ_INSTS_VALU_sum,SQ_INSTS_VMEM_RD_sum,SQ_INSTS_VMEM_WR_sum,SQ_INSTS_LDS_sum,SQ_WAIT_INST_LDS_sum,L2_hit_count,L2_miss_count,L2CacheHit_pct,WriteUnitStalled_pct,WriteUnitStalled_eligible_row_count,flat_read_wavefronts_sum,read_requests_sum,read_requests_32B_subset_sum,flat_write_wavefronts_sum,write_requests_sum,write_requests_64B_subset_sum
chunk_group,group,__GROUP_TOTAL__,0,pmc,32448,32447,0.999969181459566,partial,1,186,0,2380966310,68308188103,979,2391442,8930,100.0,22.32971789639613,16.37078932131524,6.06984385454042,37.567882068292974,32447,32447,65666307840,2366718720,381335808,16575436032,52575935331,11218169230,11173645076,50.099420603867884,0.7772698400789625,32447,,,,,,
chunk_group,group,__GROUP_TOTAL__,1,pmc,32064,32063,0.9999688123752495,partial,1,186,0,2245760625,67975020008,847,1668456,8540,100.0,22.58690734590998,21.640008804667247,4.629209660647207,26.949756205020915,32063,32063,63343186944,2201905152,351992832,16179452928,61218988675,8231674331,9873742054,45.465258329103044,0.7597444119721718,32063,,,,,,
chunk_group,group,__GROUP_TOTAL__,all,pmc,64512,64510,0.999968998015873,partial,2,372,0,4626726935,136283208111,1826,4059898,8930,100.0,22.45546334047448,18.947023864111692,5.365486864749513,32.376452347980745,64510,64510,129009494784,4568623872,733328640,32754888960,113794924006,19449843561,21047387130,48.027589119377694,0.7687012819825196,64510,,,,,,
chunk_group,kernel,chunk_fwd_kernel_o,0,pmc,8112,8111,0.9998767258382643,partial,1,186,0,710761085,17201719805,357,798870,8864,100.0,34.05917618078958,16.63212912239635,8.804535607279616,71.54986066275382,8111,8111,27594633984,1359050496,59089152,4549864704,28989636942,6499901842,4020028093,61.78655069150896,0.26169243304173445,8111,,,,,,
chunk_group,kernel,chunk_fwd_kernel_o,1,pmc,8016,8015,0.999875249500998,partial,1,186,0,623414391,16980430558,295,559683,8540,100.0,37.012780091832916,35.72714422027016,4.182580314500625,38.44858729385485,8015,8015,26751390720,1229276160,58536960,4390272000,37855232142,3569927264,2778244514,56.23551770246379,0.13749483833611134,8015,,,,,,
chunk_group,kernel,chunk_fwd_kernel_o,all,pmc,16128,16126,0.9998759920634921,partial,2,372,0,1334175476,34182150363,652,1358553,8864,100.0,35.45434318231451,25.651867638642834,6.621304645640319,55.914113384632714,16126,16126,54346024704,2588326656,117626112,8940136704,66844869084,10069829106,6798272607,59.6974649390413,0.2030263454345969,16126,,,,,,
chunk_group,kernel,chunk_gated_delta_rule_fwd_kernel_h_blockdim64,0,pmc,8112,8112,1.0,complete,0,0,0,1422654194,19571761202,164,406602,7817,100.0,17.252091395437322,20.464657604629164,5.43808791743664,23.966660885144176,8112,8112,29148632064,756523008,233607168,11257362432,21684787761,3497280923,6051200213,36.62656786129509,0.5742836876133819,8112,,,,,,
chunk_group,kernel,chunk_gated_delta_rule_fwd_kernel_h_blockdim64,1,pmc,8016,8016,1.0,complete,0,0,0,1398770730,19567204235,137,283765,8324,100.0,17.36326544216056,20.513321639053522,5.335731585844969,23.985297660666692,8016,8016,28945004544,749445120,231257088,11181828096,21567881761,3462052094,6006664310,36.56305613438246,0.5815188174811211,8016,,,,,,
chunk_group,kernel,chunk_gated_delta_rule_fwd_kernel_h_blockdim64,all,pmc,16128,16128,1.0,complete,0,0,0,2821424924,39138965437,301,690367,8324,100.0,17.307301321630074,20.48882455571172,5.387256939532192,23.97591605783417,16128,16128,58093636608,1505968128,464864256,22439190528,43252669522,6959333017,12057864523,36.59494519296033,0.5778767113249975,16128,,,,,,
chunk_group,kernel,chunk_local_cumsum_scalar_kernel,0,pmc,8112,8112,1.0,complete,0,0,0,67863357,14443821831,159,478564,8100,100.0,7.238872475470718,0.0,2.8144552879265445,18.829357980893416,8112,8112,1359138816,29546496,29546496,177278976,83059314,343062576,25025080,93.20132593634165,0.1461802502014374,8112,,,,,,
chunk_group,kernel,chunk_local_cumsum_scalar_kernel,1,pmc,8016,8016,1.0,complete,0,0,0,51335998,14281849539,153,311003,8107,100.0,0.8815473725409089,0.0,1.3828297879897269,8.174365877235266,8016,8016,153667584,3658752,3658752,21952512,783373,333500927,24709252,93.10202404940593,0.13248786247311586,8016,,,,,,
