rank,group_or_event_key,score_ns,member_count,source_member_ids_json
693,1:2484510:2484512,880094,1,"[""1:2484510:2484512""]"
694,0:1060469:1060471,876055,1,"[""0:1060469:1060471""]"
695,1:2114272:2114274,875145,1,"[""1:2114272:2114274""]"
696,1:104668:104670,874855,1,"[""1:104668:104670""]"
697,1:1444784:1444786,873685,1,"[""1:1444784:1444786""]"
698,0:370395:370397,869585,1,"[""0:370395:370397""]"
699,0:1449985:1449987,866035,1,"[""0:1449985:1449987""]"
700,1:1039272:1039274,865395,1,"[""1:1039272:1039274""]"
701,1:1695220:1695222,863615,1,"[""1:1695220:1695222""]"
702,0:2272243:2272245,861585,1,"[""0:2272243:2272245""]"
703,0:369105:369107,858335,1,"[""0:369105:369107""]"
704,0:915893:915895,857705,1,"[""0:915893:915895""]"
705,1:1013554:1013556,857655,1,"[""1:1013554:1013556""]"
706,0:421023:421025,848725,1,"[""0:421023:421025""]"
707,1:2181044:2181046,847515,1,"[""1:2181044:2181046""]"
708,0:368483:368485,846115,1,"[""0:368483:368485""]"
709,1:2487668:2487670,846094,1,"[""1:2487668:2487670""]"
710,0:2114271:2114273,843244,1,"[""0:2114271:2114273""]"
711,1:1072844:1072846,841895,1,"[""1:1072844:1072846""]"
712,1:1443614:1443616,840474,1,"[""1:1443614:1443616""]"
713,0:1695219:1695221,834944,1,"[""0:1695219:1695221""]"
714,1:1363502:1363504,832835,1,"[""1:1363502:1363504""]"
715,1:1205350:1205352,831954,1,"[""1:1205350:1205352""]"
716,1:712352:712354,831085,1,"[""1:712352:712354""]"
717,1:2041920:2041922,830935,1,"[""1:2041920:2041922""]"
718,1:661294:661296,830515,1,"[""1:661294:661296""]"
719,1:343022:343024,829085,1,"[""1:343022:343024""]"
720,0:1585015:1585017,826935,1,"[""0:1585015:1585017""]"
721,1:460378:460380,826855,1,"[""1:460378:460380""]"
722,1:247722:247724,826244,1,"[""1:247722:247724""]"
723,1:1583770:1583772,825054,1,"[""1:1583770:1583772""]"
724,1:2388206:2388208,824114,1,"[""1:2388206:2388208""]"
725,1:296474:296476,823315,1,"[""1:296474:296476""]"
726,1:2038702:2038704,823035,1,"[""1:2038702:2038704""]"
727,1:2191290:2191292,822474,1,"[""1:2191290:2191292""]"
728,1:2193664:2193666,821295,1,"[""1:2193664:2193666""]"
729,1:1318514:1318516,820635,1,"[""1:1318514:1318516""]"
730,1:2050136:2050138,819544,1,"[""1:2050136:2050138""]"
731,1:2189762:2189764,819355,1,"[""1:2189762:2189764""]"
732,1:461130:461132,819345,1,"[""1:461130:461132""]"
733,0:1205349:1205351,818744,1,"[""0:1205349:1205351""]"
734,0:1363483:1363485,816675,1,"[""0:1363483:1363485""]"
735,1:2065380:2065382,816305,1,"[""1:2065380:2065382""]"
736,1:306144:306146,811374,1,"[""1:306144:306146""]"
737,1:1039592:1039594,806625,1,"[""1:1039592:1039594""]"
738,0:2487457:2487459,791154,1,"[""0:2487457:2487459""]"
739,0:2181043:2181045,789505,1,"[""0:2181043:2181045""]"
740,1:1363490:1363492,764034,1,"[""1:1363490:1363492""]"
741,0:343021:343023,759554,1,"[""0:343021:343023""]"
742,0:1363499:1363501,742254,1,"[""0:1363499:1363501""]"
743,0:1363481:1363483,739874,1,"[""0:1363481:1363483""]"
744,1:2306242:2306244,736564,1,"[""1:2306242:2306244""]"
745,1:764808:764810,711274,1,"[""1:764808:764810""]"
746,0:1039169:1039171,703814,1,"[""0:1039169:1039171""]"
747,1:1363494:1363496,698524,1,"[""1:1363494:1363496""]"
748,0:2038701:2038703,697264,1,"[""0:2038701:2038703""]"
749,0:368475:368477,685204,1,"[""0:368475:368477""]"
750,0:1363501:1363503,667954,1,"[""0:1363501:1363503""]"
751,1:1363498:1363500,665324,1,"[""1:1363498:1363500""]"
752,1:1060682:1060684,574684,1,"[""1:1060682:1060684""]"
753,0:1538821:1538823,574683,1,"[""0:1538821:1538823""]"
754,0:1442341:1442343,563883,1,"[""0:1442341:1442343""]"
755,0:1363485:1363487,557763,1,"[""0:1363485:1363487""]"
756,1:2044238:2044240,555173,1,"[""1:2044238:2044240""]"
757,1:8742:8744,547403,1,"[""1:8742:8744""]"
758,1:2485142:2485144,545302,1,"[""1:2485142:2485144""]"
759,1:2483880:2483882,541553,1,"[""1:2483880:2483882""]"
760,1:1363486:1363488,539443,1,"[""1:1363486:1363488""]"
761,0:2272663:2272665,536003,1,"[""0:2272663:2272665""]"
762,1:1060470:1060472,517833,1,"[""1:1060470:1060472""]"
763,1:203062:203064,516453,1,"[""1:203062:203064""]"
764,1:2272454:2272456,503913,1,"[""1:2272454:2272456""]"
765,0:1448499:1448501,502923,1,"[""0:1448499:1448501""]"
766,0:1060683:1060685,499582,1,"[""0:1060683:1060685""]"
767,1:2484722:2484724,491913,1,"[""1:2484722:2484724""]"
768,1:1363500:1363502,487393,1,"[""1:1363500:1363502""]"
769,1:435000:435002,455452,1,"[""1:435000:435002""]"
770,1:370826:370828,450332,1,"[""1:370826:370828""]"
771,0:368683:368685,409902,1,"[""0:368683:368685""]"
772,0:1363497:1363499,389642,1,"[""0:1363497:1363499""]"
773,0:1363489:1363491,371332,1,"[""0:1363489:1363491""]"
774,0:1363503:1363505,336212,1,"[""0:1363503:1363505""]"
775,1:2272868:2272870,329922,1,"[""1:2272868:2272870""]"
776,1:2246994:2246996,327672,1,"[""1:2246994:2246996""]"
777,0:1363491:1363493,319902,1,"[""0:1363491:1363493""]"
778,0:305283:305285,288102,1,"[""0:305283:305285""]"
779,0:2485137:2485139,286172,1,"[""0:2485137:2485139""]"
780,1:1449986:1449988,257621,1,"[""1:1449986:1449988""]"
781,0:368895:368897,227681,1,"[""0:368895:368897""]"
782,0:2051019:2051021,226422,1,"[""0:2051019:2051021""]"
783,1:2272870:2272872,225392,1,"[""1:2272870:2272872""]"
784,0:1072639:1072641,223021,1,"[""0:1072639:1072641""]"
785,0:306143:306145,222822,1,"[""0:306143:306145""]"
786,1:368484:368486,220321,1,"[""1:368484:368486""]"
787,0:1072219:1072221,219211,1,"[""0:1072219:1072221""]"
788,1:2272244:2272246,217481,1,"[""1:2272244:2272246""]"
789,0:306145:306147,215582,1,"[""0:306145:306147""]"
790,0:307667:307669,213321,1,"[""0:307667:307669""]"
791,1:305930:305932,212391,1,"[""1:305930:305932""]"
792,1:2305188:2305190,211372,1,"[""1:2305188:2305190""]"
793,0:1442137:1442139,210801,1,"[""0:1442137:1442139""]"
794,1:2304976:2304978,209041,1,"[""1:2304976:2304978""]"
795,0:467463:467465,208021,1,"[""0:467463:467465""]"
796,0:2484513:2484515,207371,1,"[""0:2484513:2484515""]"
797,0:2487039:2487041,206701,1,"[""0:2487039:2487041""]"
798,0:2306649:2306651,205722,1,"[""0:2306649:2306651""]"
799,0:2485559:2485561,205651,1,"[""0:2485559:2485561""]"
800,1:2305396:2305398,202541,1,"[""1:2305396:2305398""]"
