Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_ACTIVE_INST_VALU,SQ_INSTS_FLAT_LDS_ONLY,SQ_INSTS_LDS,SQ_INSTS_VALU,SQ_INSTS_VMEM_RD,SQ_INSTS_VMEM_WR,SQ_LDS_BANK_CONFLICT,SQ_WAIT_INST_LDS,TA_FLAT_WRITE_WAVEFRONTS[0],TA_FLAT_WRITE_WAVEFRONTS[1],TA_FLAT_WRITE_WAVEFRONTS[2],TA_FLAT_WRITE_WAVEFRONTS[3],TA_FLAT_WRITE_WAVEFRONTS[4],TA_FLAT_WRITE_WAVEFRONTS[5],TA_FLAT_WRITE_WAVEFRONTS[6],TA_FLAT_WRITE_WAVEFRONTS[7],TA_FLAT_WRITE_WAVEFRONTS[8],TA_FLAT_WRITE_WAVEFRONTS[9],TA_FLAT_WRITE_WAVEFRONTS[10],TA_FLAT_WRITE_WAVEFRONTS[11],TA_FLAT_WRITE_WAVEFRONTS[12],TA_FLAT_WRITE_WAVEFRONTS[13],TA_FLAT_WRITE_WAVEFRONTS[14],TA_FLAT_WRITE_WAVEFRONTS[15],TA_TA_BUSY[0],TA_TA_BUSY[1],TA_TA_BUSY[2],TA_TA_BUSY[3],TA_TA_BUSY[4],TA_TA_BUSY[5],TA_TA_BUSY[6],TA_TA_BUSY[7],TA_TA_BUSY[8],TA_TA_BUSY[9],TA_TA_BUSY[10],TA_TA_BUSY[11],TA_TA_BUSY[12],TA_TA_BUSY[13],TA_TA_BUSY[14],TA_TA_BUSY[15],TCC_EA_WRREQ[0],TCC_EA_WRREQ[1],TCC_EA_WRREQ[2],TCC_EA_WRREQ[3],TCC_EA_WRREQ[4],TCC_EA_WRREQ[5],TCC_EA_WRREQ[6],TCC_EA_WRREQ[7],TCC_EA_WRREQ[8],TCC_EA_WRREQ[9],TCC_EA_WRREQ[10],TCC_EA_WRREQ[11],TCC_EA_WRREQ[12],TCC_EA_WRREQ[13],TCC_EA_WRREQ[14],TCC_EA_WRREQ[15],TCC_EA_WRREQ[16],TCC_EA_WRREQ[17],TCC_EA_WRREQ[18],TCC_EA_WRREQ[19],TCC_EA_WRREQ[20],TCC_EA_WRREQ[21],TCC_EA_WRREQ[22],TCC_EA_WRREQ[23],TCC_EA_WRREQ[24],TCC_EA_WRREQ[25],TCC_EA_WRREQ[26],TCC_EA_WRREQ[27],TCC_EA_WRREQ[28],TCC_EA_WRREQ[29],TCC_EA_WRREQ[30],TCC_EA_WRREQ[31],TCC_EA_WRREQ_64B[0],TCC_EA_WRREQ_64B[1],TCC_EA_WRREQ_64B[2],TCC_EA_WRREQ_64B[3],TCC_EA_WRREQ_64B[4],TCC_EA_WRREQ_64B[5],TCC_EA_WRREQ_64B[6],TCC_EA_WRREQ_64B[7],TCC_EA_WRREQ_64B[8],TCC_EA_WRREQ_64B[9],TCC_EA_WRREQ_64B[10],TCC_EA_WRREQ_64B[11],TCC_EA_WRREQ_64B[12],TCC_EA_WRREQ_64B[13],TCC_EA_WRREQ_64B[14],TCC_EA_WRREQ_64B[15],TCC_EA_WRREQ_64B[16],TCC_EA_WRREQ_64B[17],TCC_EA_WRREQ_64B[18],TCC_EA_WRREQ_64B[19],TCC_EA_WRREQ_64B[20],TCC_EA_WRREQ_64B[21],TCC_EA_WRREQ_64B[22],TCC_EA_WRREQ_64B[23],TCC_EA_WRREQ_64B[24],TCC_EA_WRREQ_64B[25],TCC_EA_WRREQ_64B[26],TCC_EA_WRREQ_64B[27],TCC_EA_WRREQ_64B[28],TCC_EA_WRREQ_64B[29],TCC_EA_WRREQ_64B[30],TCC_EA_WRREQ_64B[31],TCC_EA1_WRREQ[0],TCC_EA1_WRREQ[1],TCC_EA1_WRREQ[2],TCC_EA1_WRREQ[3],TCC_EA1_WRREQ[4],TCC_EA1_WRREQ[5],TCC_EA1_WRREQ[6],TCC_EA1_WRREQ[7],TCC_EA1_WRREQ[8],TCC_EA1_WRREQ[9],TCC_EA1_WRREQ[10],TCC_EA1_WRREQ[11],TCC_EA1_WRREQ[12],TCC_EA1_WRREQ[13],TCC_EA1_WRREQ[14],TCC_EA1_WRREQ[15],TCC_EA1_WRREQ[16],TCC_EA1_WRREQ[17],TCC_EA1_WRREQ[18],TCC_EA1_WRREQ[19],TCC_EA1_WRREQ[20],TCC_EA1_WRREQ[21],TCC_EA1_WRREQ[22],TCC_EA1_WRREQ[23],TCC_EA1_WRREQ[24],TCC_EA1_WRREQ[25],TCC_EA1_WRREQ[26],TCC_EA1_WRREQ[27],TCC_EA1_WRREQ[28],TCC_EA1_WRREQ[29],TCC_EA1_WRREQ[30],TCC_EA1_WRREQ[31],TCC_EA1_WRREQ_64B[0],TCC_EA1_WRREQ_64B[1],TCC_EA1_WRREQ_64B[2],TCC_EA1_WRREQ_64B[3],TCC_EA1_WRREQ_64B[4],TCC_EA1_WRREQ_64B[5],TCC_EA1_WRREQ_64B[6],TCC_EA1_WRREQ_64B[7],TCC_EA1_WRREQ_64B[8],TCC_EA1_WRREQ_64B[9],TCC_EA1_WRREQ_64B[10],TCC_EA1_WRREQ_64B[11],TCC_EA1_WRREQ_64B[12],TCC_EA1_WRREQ_64B[13],TCC_EA1_WRREQ_64B[14],TCC_EA1_WRREQ_64B[15],TCC_EA1_WRREQ_64B[16],TCC_EA1_WRREQ_64B[17],TCC_EA1_WRREQ_64B[18],TCC_EA1_WRREQ_64B[19],TCC_EA1_WRREQ_64B[20],TCC_EA1_WRREQ_64B[21],TCC_EA1_WRREQ_64B[22],TCC_EA1_WRREQ_64B[23],TCC_EA1_WRREQ_64B[24],TCC_EA1_WRREQ_64B[25],TCC_EA1_WRREQ_64B[26],TCC_EA1_WRREQ_64B[27],TCC_EA1_WRREQ_64B[28],TCC_EA1_WRREQ_64B[29],TCC_EA1_WRREQ_64B[30],TCC_EA1_WRREQ_64B[31],TCP_TCP_TA_DATA_STALL_CYCLES[0],TCP_TCP_TA_DATA_STALL_CYCLES[1],TCP_TCP_TA_DATA_STALL_CYCLES[2],TCP_TCP_TA_DATA_STALL_CYCLES[3],TCP_TCP_TA_DATA_STALL_CYCLES[4],TCP_TCP_TA_DATA_STALL_CYCLES[5],TCP_TCP_TA_DATA_STALL_CYCLES[6],TCP_TCP_TA_DATA_STALL_CYCLES[7],TCP_TCP_TA_DATA_STALL_CYCLES[8],TCP_TCP_TA_DATA_STALL_CYCLES[9],TCP_TCP_TA_DATA_STALL_CYCLES[10],TCP_TCP_TA_DATA_STALL_CYCLES[11],TCP_TCP_TA_DATA_STALL_CYCLES[12],TCP_TCP_TA_DATA_STALL_CYCLES[13],TCP_TCP_TA_DATA_STALL_CYCLES[14],TCP_TCP_TA_DATA_STALL_CYCLES[15],DispatchNs,BeginNs,EndNs,CompleteNs
0,_gqa6,1,0,13,912772,912772,6144,256,34816,220,256,0,64,64,0x7fad843fee00,61543,61543,184896,0,19968,157728,5952,5088,41472,25647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14211,15539,14822,21593,14135,20550,13851,14840,15077,13975,13792,0,0,0,0,0,772,788,808,740,784,768,764,800,788,776,764,780,760,784,792,740,780,784,800,752,800,780,760,800,808,772,780,796,776,792,792,780,772,788,808,740,784,768,764,800,788,776,764,780,760,784,792,740,780,784,800,752,800,780,760,800,808,772,780,796,776,792,792,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5010,5352,4816,8092,5419,7887,5239,5156,5146,4651,4689,0,0,0,0,0,522451832317676,522451837632672,522451837660832,522451837675872
1,_gqa6,1,0,15,912772,912772,6144,256,34816,220,256,0,64,64,0x7fad843fed00,61683,61683,184896,0,19968,157728,5952,5088,41472,22433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12844,6524,12936,19235,13916,13778,21278,13242,19799,13130,12859,0,0,0,0,0,772,788,808,740,784,768,764,800,788,776,764,780,760,784,792,740,780,784,800,752,800,780,760,800,808,772,780,796,776,792,792,780,772,788,808,740,784,768,764,800,788,776,764,780,760,784,792,740,780,784,800,752,800,780,760,800,808,772,780,796,776,792,792,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5004,2416,4869,7740,5606,5666,8349,5423,7983,5310,5289,0,0,0,0,0,522451838907755,522451841666272,522451841694592,522451841695753
2,_gqa6,1,0,17,912772,912772,6144,256,34816,220,256,0,64,64,0x7fad843fec00,61815,61815,184896,0,19968,157728,5952,5088,41472,27235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,7636,13520,13120,13180,12831,20599,19370,7219,27773,12705,0,0,0,0,0,772,788,808,740,784,768,764,800,788,776,764,780,760,784,792,740,780,784,800,752,800,780,760,800,808,772,780,796,776,792,792,780,772,788,808,740,784,768,764,800,788,776,764,780,760,784,792,740,780,784,800,752,800,780,760,800,808,772,780,796,776,792,792,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016,2946,5181,5226,5203,4968,7919,8030,2855,11218,5459,0,0,0,0,0,522451842937677,522451845217152,522451845245632,522451845246464
3,_gqa6,1,0,19,912772,912772,6144,256,34816,220,256,0,64,64,0x7fad843feb00,61611,61611,184896,0,19968,157728,5952,5088,41472,23871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6430,13214,19820,13426,20137,12715,13235,13519,14151,14048,21962,0,0,0,0,0,772,788,808,740,784,768,764,800,788,776,764,780,760,784,792,740,780,784,800,752,800,780,760,800,808,772,780,796,776,792,792,780,772,788,808,740,784,768,764,800,788,776,764,780,760,784,792,740,780,784,800,752,800,780,760,800,808,772,780,796,776,792,792,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,5269,7611,5074,7882,4712,5568,5545,5801,5772,8310,0,0,0,0,0,522451846474277,522451848648832,522451848677152,522451848677904
