kernel_instance_id,owner_process_range_id,request_id,measured_request_ordinal,rank,physical_device_id,phase,forward_id,layer_idx,process_id,fragment_id,q_len,kv_len,native_kernel_name,begin_ns,end_ns,duration_ns,runtime_call_id,hip_runtime_index,queue_id,stream_id,gridDimX,gridDimY,gridDimZ,blockDimX,blockDimY,blockDimZ,sharedMemBytes,launch_metadata_present,category,gqa_block_m_from_source_and_grid,packed_path,tensor_tokens_from_norm_grid
a5df8262a278a124d8c561915f0e0dfb2f3a7d39491469be06916ab1eedc6250,4890c9f5b5d925adba4693c8982b8c67c8ac63edc4dbbc3c9fb3b15b902dae48,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,13,gdn_recurrent_core,none,512,0,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",1788409245981600653,1788409245981619373,18720,1c0e7dd35c2f0650a8da97004241b3a577d0d959f29318295c286e0b3feb2328,7472363,0,0,,,,,,,0,True,Other,,,
e4c2f50a3343ce54adcd83062ca12c43de7ab27c2b74e3c2563b690860fc4fae,4890c9f5b5d925adba4693c8982b8c67c8ac63edc4dbbc3c9fb3b15b902dae48,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,13,gdn_recurrent_core,none,512,0,_gdn_rmsnorm,1788409245982144493,1788409245982168333,23840,4ab67d1cc935de3a324dc0985bced223fa7d42a74dd9a4534fea9fb26304d037,7472387,0,0,1536,1,1,256,1,1,0,True,GDN fused norm,,,512
6f61ea498e4a409431858a1a2e4f2bf46d530799e2d8872de7739a36d0191f13,4890c9f5b5d925adba4693c8982b8c67c8ac63edc4dbbc3c9fb3b15b902dae48,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,13,gdn_recurrent_core,none,512,0,Cijk_Alik_Bljk_BBH_MT128x128x32_SE_AMAS3_BW_DTL1_BL1_DRB16_ALT_KME0_ETSP_EPS1_FL0_GRVW8_GSU1_ISA936_IU1_KME_GRCMn2_K1_KLA_LDL1_LRVW8_MAC_MMAC_BW1_MMAC_KM0_MMAC_KME1_NLCA1_NLCB1_OLDSR0_PGR1_PLR1_RK1_SU0_SUM0_SUS256_SVW4_TT8_8_TLM1_ULDSWM1_USFGRO0_USSB1_VAW1_VSn1_VW8_WG16_16_1_WGM8,1788409245982523853,1788409245982725933,202080,53903d79a110ab0ba7e50937cb533af69e134248b1cf3e79d9b18143a761a852,7472405,0,0,,,,,,,0,True,MMAC GEMM,,,
ecf0e91b008da4df97203b958d056032e2c174ca27b25acb9ac17c6fa866a64d,4890c9f5b5d925adba4693c8982b8c67c8ac63edc4dbbc3c9fb3b15b902dae48,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,13,gdn_recurrent_core,none,512,0,triton_poi_fused_copy__0,1788409245982725933,1788409245982734093,8160,fef92d1a670b086fba8f8f137c9dcc5d494cbf01533ec805ce2330ef7642635d,7472418,0,0,1280,1,1,512,1,1,0,True,Other,,,
8ccb5bec615e8c47db6977ea7079b5e1b017cd5a974b25f47d54b2993ebf586b,fe75d9c434829d6a31fee9de1d2f78bd3700eb3ef22bb16b6bda5d97f8037839,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,input_rmsnorm,none,512,0,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1788409245984597517,1788409245984619437,21920,8702332ab35b0e1b92d01cd7708070aa4f3a1fa05fbf61f07f26765470c78ee7,7448467,0,0,512,1,1,512,1,1,32,True,RMSNorm,,,
40bef07ea17f709c18765b14a5501ca57428c9a9e370aab447def5edd9f29adf,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,Cijk_Alik_Bljk_BBH_MT256x256x16_SE_AMAS3_BW_DTL0_BL1_DRB16_ALT_KME0_ETSP_EPS1_FL0_GRVW8_GSU1_ISA936_IU1_KME_GRCMn1_K1_KLA_LDL1_LRVW8_MAC_MMAC_BW1_MMAC_KM0_MMAC_KME1_NLCA1_NLCB1_OLDSR0_PGR1_PLR1_RK1_SU0_SUM0_SUS256_SVW4_TT16_8_TLM0_ULDSWM0_USFGRO0_USSB0_VAW1_VSn1_VW8_WG16_32_1_WGM8,1788409245990000716,1788409245990319596,318880,5bc6749e90933337d615852b944d9ff15b1e4a6b2d7a5d03ef3c47f751728604,7448492,0,0,,,,,,,0,True,MMAC GEMM,,,
0737ae9b88e2011737f82badcc19165eb0ed1a473b95e2d7825fc2b7c7bb7ad0,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,triton_poi_fused_0,1788409245990455436,1788409245990468076,12640,d1491bcfd6d2b2c8fe1a613fafee88987dce3233750462fb540fc52bd1ab453e,7448514,0,0,1536,1,1,512,1,1,0,True,Other,,,
1c83cb9d19d27c4e3dcfc8bf3aab7984e584b0d4cf7bbaa082a37a74cdef739f,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,triton_red_fused_1,1788409245990612076,1788409245990624556,12480,50c548e63ba14badf29eef2415630826a24fac07ba1a6a926fb3a1d7c52e63f5,7448527,0,0,224,1,1,512,1,1,256,True,Other,,,
f46c68297dccdc0381d7aa30bb3971141a6b360672b06d3f676087ab3c34fda5,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,triton_poi_fused_clone_copy_index_select_slice_split_2,1788409245990961516,1788409245990983596,22080,9d2c9d8544be57247b285a13e20c472c2b4765af22361de78d6be013f48a6e14,7448547,0,0,4,1,1,256,1,1,0,True,Other,,,
73271c2658c4302dd8e212ae3d2714a28cdd14f772b8ba85cdf9af050a8089e7,a991be6d3b878f7e0fa5543e557c3bfb6a7cccc1a978aa33efd013063c50ba35,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,13,post_attention_rmsnorm,none,512,0,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1788409245991205612,1788409245991266092,60480,501508906aa0a3b371ec062ad7c0840ff49252db826f829ddffd0eaa1703aea9,7472446,0,0,512,1,1,512,1,1,32,True,RMSNorm,,,
398b4262f4f7327d24306392327cea7740ab4accae72907a37e01b8f0916ca49,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,triton_poi_fused_3,1788409245991520876,1788409245991542476,21600,674dbfe334d499f8faa6bc559f288ddfe7db04fead1e9eb56b2a0b6555b9d54b,7448574,0,0,3584,1,1,256,1,1,0,True,Other,,,
ad33ba95e62823a493f949a2439a19efaa421ca9e3f5279beeed00ee25794230,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,"void vllm::reshape_and_cache_flash_kernel<__hip_bfloat16, __hip_bfloat16, (vllm::Fp8KVCacheDataType)0>(__hip_bfloat16 const*, __hip_bfloat16 const*, __hip_bfloat16*, __hip_bfloat16*, long const*, long, long, long, long, long, int, int, int, float const*, float const*, int)",1788409245992032556,1788409245992043276,10720,ee9ee100e561b69cab668e1b65e4d16a3bea327d997f97dd4c692984c3a9bbbe,7448595,0,0,,,,,,,0,True,Other,,,
3d91f12c1a9e9517cbb9ef7568cd2a6f68707c7d2d1144bf646a4ef909a61d82,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,_gqa6,1788409245992835596,1788409245992985036,149440,d492a2ad5145d63d3b41d460ea6f3cffa51a407f920460c8779e736cdde9974a,7448623,0,0,16,12,1,256,1,1,32768,True,GQA6,64,,
fb43d8ab2ed70e45b47da4a9ffc1a0236ae2484e772557e0cc099254d60dc91b,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,triton_poi_fused_mul_rocm_unquantized_gemm_sigmoid_view_0,1788409245993246956,1788409245993266796,19840,dfe775c5314612c1218e6e95abe42f110609ac17d198959372f8dab7869ed46d,7448641,0,0,768,1,1,256,1,1,0,True,Other,,,
e0ea32921ac488562f15fb9816a3420699ac4d6cc1b0852ba062a919adcc4e30,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,Cijk_Alik_Bljk_BBH_MT128x128x32_SE_AMAS3_BW_DTL1_BL1_DRB16_ALT_KME0_ETSP_EPS1_FL0_GRVW8_GSU1_ISA936_IU1_KME_GRCMn2_K1_KLA_LDL1_LRVW8_MAC_MMAC_BW1_MMAC_KM0_MMAC_KME1_NLCA1_NLCB1_OLDSR0_PGR1_PLR1_RK1_SU0_SUM0_SUS256_SVW4_TT8_8_TLM1_ULDSWM1_USFGRO0_USSB1_VAW1_VSn1_VW8_WG16_16_1_WGM8,1788409245993637196,1788409245993836556,199360,d19fae965fd9c74a31d01e97c8a0e812eef13d4063b97629659be6963660883f,7448659,0,0,,,,,,,0,True,MMAC GEMM,,,
fdbec9b473f4ff935d252403980dcd375ebbed8074db5e5f56d361121ce608a9,8c10a7f7b5aabb10d6cbe6af804e946316cdd0b223d1812bf46facef0152c0fe,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,kv_cache_attention,none,512,0,triton_poi_fused_copy__1,1788409245993836556,1788409245993843116,6560,82ccff0e237ad12e9c16d9bcd5658ce5ebc3fc72e221a7fe24a6e9886460bc2c,7448672,0,0,640,1,1,256,1,1,0,True,Other,,,
80ec4d81745cbf372bd942a313942946b70e8ec33dc11c183fe2fa5ed7e02dfe,65fb6f4383443cfd2d656ffde092b4d7f225a7a99e95cc41d47a691cd31c2bd8,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,13,mlp,none,512,0,Cijk_Alik_Bljk_BBH_MT256x256x16_SE_AMAS3_BW_DTL0_BL1_DRB16_ALT_KME0_ETSP_EPS1_FL0_GRVW8_GSU1_ISA936_IU1_KME_GRCMn1_K1_KLA_LDL1_LRVW8_MAC_MMAC_BW1_MMAC_KM0_MMAC_KME1_NLCA1_NLCB1_OLDSR0_PGR1_PLR1_RK1_SU0_SUM0_SUS256_SVW4_TT16_8_TLM0_ULDSWM0_USFGRO0_USSB0_VAW1_VSn1_VW8_WG16_32_1_WGM8,1788409245997996171,1788409245998652011,655840,b7c2d46390adbd37eff269d8e91e7cd922ccfbe5bae7617386c5fa64e3621937,7472472,0,0,,,,,,,0,True,MMAC GEMM,,,
bea3a10e2293f233606b0bcdac068fb9621dade9a4170aef5e52b2125d4b9644,65fb6f4383443cfd2d656ffde092b4d7f225a7a99e95cc41d47a691cd31c2bd8,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,13,mlp,none,512,0,triton_poi_fused_mul_rocm_unquantized_gemm_silu_slice_0,1788409245998652011,1788409245998704651,52640,b2ebb97238d969c2c122f358b0fffab2978df372955a8690a1f3baed655374ee,7472488,0,0,2176,1,1,256,1,1,0,True,MLP activation,,,
b3785faef02f4956745a4cf333bccb4d75af15fb07cd4290cb3b8ab08ca3c1ff,65fb6f4383443cfd2d656ffde092b4d7f225a7a99e95cc41d47a691cd31c2bd8,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,13,mlp,none,512,0,Cijk_Alik_Bljk_BBH_MT256x256x16_SE_AMAS3_BW_DTL0_BL1_DRB16_ALT_KME0_ETSP_EPS1_FL0_GRVW8_GSU1_ISA936_IU1_KME_GRCMn1_K1_KLA_LDL1_LRVW8_MAC_MMAC_BW1_MMAC_KM0_MMAC_KME1_NLCA1_NLCB1_OLDSR0_PGR1_PLR1_RK1_SU0_SUM0_SUS256_SVW4_TT16_8_TLM0_ULDSWM0_USFGRO0_USSB0_VAW1_VSn1_VW8_WG16_32_1_WGM8,1788409245998704651,1788409245999269931,565280,bb75e19757858852d2631303cd854e4fafdd0da3de8a5de6d89ceb58524902c5,7472506,0,0,,,,,,,0,True,MMAC GEMM,,,
59fa60568eac734a8ac19f2ddb5b1782c853e287b6871e0537c656a5fda5b412,da42b800bdadce34531ae57cd42c41e5a90041c431a6f9eb90c1eff837283450,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,post_attention_rmsnorm,none,512,0,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1788409246003211595,1788409246003272075,60480,1bfbeae7dc8cee90b54f1e159140465c745b6e06e6987a8a6b2a757d102392da,7448700,0,0,512,1,1,512,1,1,32,True,RMSNorm,,,
069b247ed9a5dc4fe036068fc49f0b89c2317af2297c571d91def6c76e486d86,60695611608aaa3d830c5e5bc292bc31ac4913fad4b234874d2fb7f23c34820a,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,mlp,none,512,0,Cijk_Alik_Bljk_BBH_MT256x256x16_SE_AMAS3_BW_DTL0_BL1_DRB16_ALT_KME0_ETSP_EPS1_FL0_GRVW8_GSU1_ISA936_IU1_KME_GRCMn1_K1_KLA_LDL1_LRVW8_MAC_MMAC_BW1_MMAC_KM0_MMAC_KME1_NLCA1_NLCB1_OLDSR0_PGR1_PLR1_RK1_SU0_SUM0_SUS256_SVW4_TT16_8_TLM0_ULDSWM0_USFGRO0_USSB0_VAW1_VSn1_VW8_WG16_32_1_WGM8,1788409246010424234,1788409246011080714,656480,f9197d5aa73b22d41a08d2510d03ac4992af533fb3f6ec6dadbadf3f67e57be5,7448726,0,0,,,,,,,0,True,MMAC GEMM,,,
443a7fc56b7e9faefb2c05648612ae402c6d7d0b066e9baa2c04529750c05db9,60695611608aaa3d830c5e5bc292bc31ac4913fad4b234874d2fb7f23c34820a,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,mlp,none,512,0,triton_poi_fused_mul_rocm_unquantized_gemm_silu_slice_0,1788409246011080714,1788409246011133194,52480,4b9e0d55c0aa7d3a018ec62bae955ffa11f18d6d77038f3b562b586966febfd6,7448742,0,0,2176,1,1,256,1,1,0,True,MLP activation,,,
a3b3e4d9d64e374ad0b5ecd0cd5c67427ab75a782a89b1fe912367ed6568b06a,60695611608aaa3d830c5e5bc292bc31ac4913fad4b234874d2fb7f23c34820a,batch8-dual-dcu-dp2-req-002-28a42990210e6f68,2,0,0,prefill,batch8-dp2-fresh-003-R02-rank0-prefill-req002-occ001,11,mlp,none,512,0,Cijk_Alik_Bljk_BBH_MT256x256x16_SE_AMAS3_BW_DTL0_BL1_DRB16_ALT_KME0_ETSP_EPS1_FL0_GRVW8_GSU1_ISA936_IU1_KME_GRCMn1_K1_KLA_LDL1_LRVW8_MAC_MMAC_BW1_MMAC_KM0_MMAC_KME1_NLCA1_NLCB1_OLDSR0_PGR1_PLR1_RK1_SU0_SUM0_SUS256_SVW4_TT16_8_TLM0_ULDSWM0_USFGRO0_USSB0_VAW1_VSn1_VW8_WG16_32_1_WGM8,1788409246011133194,1788409246011698154,564960,23033ee0d85194a6fe238ad9869888573cc0a7ba04552851e811e45c980ba3c9,7448760,0,0,,,,,,,0,True,MMAC GEMM,,,
c2310d6fb4eafcee168b676799ec86f600ac37cb9185951e838ce7db2d7c5cf3,d09fad72e424c433459ff2a83f597baf4c5b798d436ad7d954789a24f27c05dc,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,input_rmsnorm,none,512,0,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1788409246011551209,1788409246011572489,21280,8aba9ca1c7514cc4436fcf5c78013c39efec97d87f1983dd4d4f3223f7cfbdc5,7472537,0,0,512,1,1,512,1,1,32,True,RMSNorm,,,
32a25dd1d6a70a0f93d83fafd1e5a641516183a4d6d997f24cee725c05d1b035,58ced5066268796d409409bc125e6387ebad019fe091e1b67421343fbe9f081d,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,gdn_recurrent_core,none,512,0,Cijk_Alik_Bljk_BBH_MT256x256x16_SE_AMAS3_BW_DTL0_BL1_DRB16_ALT_KME0_ETSP_EPS1_FL0_GRVW8_GSU1_ISA936_IU1_KME_GRCMn1_K1_KLA_LDL1_LRVW8_MAC_MMAC_BW1_MMAC_KM0_MMAC_KME1_NLCA1_NLCB1_OLDSR0_PGR1_PLR1_RK1_SU0_SUM0_SUS256_SVW4_TT16_8_TLM0_ULDSWM0_USFGRO0_USSB0_VAW1_VSn1_VW8_WG16_32_1_WGM8,1788409246015600969,1788409246015927209,326240,58fb6b73dbf86d34ff9323bf0322dcbdde5be588cbcbba7dc93580c135bb70e0,7472561,0,0,,,,,,,0,True,MMAC GEMM,,,
30b73389e7288edf39b3a593b858367b42564407fb25c0ba964929138faa0bf1,58ced5066268796d409409bc125e6387ebad019fe091e1b67421343fbe9f081d,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,gdn_recurrent_core,none,512,0,Cijk_Alik_Bljk_BBH_MT32x32x128_SE_AMAS3_BW_DTL0_BL1_DRB16_ALT_KME0_ETSP_EPS1_FL0_GRVW4_GSU1_ISA936_IU1_KME_GRCMn1_K1_KLA_LDL1_LRVW4_MAC_MMAC_BW1_MMAC_KM0_MMAC_KME1_NLCA1_NLCB1_OLDSR0_PGR1_PLR1_RK1_SU2_SUM0_SUS256_SVW4_TT4_4_TLM0_ULDSWM0_USFGRO0_USSB0_VAW2_VSn1_VW4_WG8_8_1_WGM1,1788409246015986889,1788409246016005769,18880,91cab50c6cbd8581089f1ce7dc0048e40849dbf798dedd0187685e182ae198f7,7472580,0,0,,,,,,,0,True,MMAC GEMM,,,
bed658bb1025741d639eb2c533243cce6aefe3f53c60c0703246d0852ec8b324,58ced5066268796d409409bc125e6387ebad019fe091e1b67421343fbe9f081d,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,gdn_recurrent_core,none,512,0,triton_poi_fused_0,1788409246016357129,1788409246016359849,2720,07c4c2b26d417e6c19cc701d8566ec6145b0af3ac0ceac58dbfe6a41c57dbf71,7472600,0,0,96,1,1,256,1,1,0,True,Other,,,
8b9f0890ed0386d14ef2f00942ade1e5feb16a305a87513cf2e58ac358d54643,58ced5066268796d409409bc125e6387ebad019fe091e1b67421343fbe9f081d,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,gdn_recurrent_core,none,512,0,_causal_conv1d_fwd_kernel,1788409246017514089,1788409246017604009,89920,d49edfa066668ff95ddc5ddd85446ac2142eb85e2be79cd37ee1b2d77183c94c,7472638,0,0,64,40,1,256,1,1,0,True,GDN chunk/state,,,
48892433969ef30ec982b4cacb5c7767d833c16aee1cdb6d7e233562b9e91f43,58ced5066268796d409409bc125e6387ebad019fe091e1b67421343fbe9f081d,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,gdn_recurrent_core,none,512,0,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})",1788409246017953929,1788409246017967529,13600,c47a366c9d84e1d890883d30c62e6fd6009326cc440db392ff2e33f18c14be2a,7472658,0,0,,,,,,,0,True,Other,,,
4b9f1528e1751a8924ab9765d6fa9a949c842f727d825f540707186a59ae4a2f,58ced5066268796d409409bc125e6387ebad019fe091e1b67421343fbe9f081d,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,gdn_recurrent_core,none,512,0,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})",1788409246018360488,1788409246018369608,9120,a8acd4d4424473d8492603efcaff76b9ac5256bf5da7f1b6f9b89538a07a3740,7472682,0,0,,,,,,,0,True,Other,,,
b128a646adec6e65c91140c855e914c3c0788feaa86bf639de40fceab26dc27d,58ced5066268796d409409bc125e6387ebad019fe091e1b67421343fbe9f081d,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,gdn_recurrent_core,none,512,0,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})",1788409246018739368,1788409246018755048,15680,5f2ea904b7791989637c1d2419d7978411531874adbeb12d458f8aa8eefae6cc,7472706,0,0,,,,,,,0,True,Other,,,
04e00f7e9954960ee5f2f9d65ef23a5bb52a105fd273b5e386edd7a8be737d3a,58ced5066268796d409409bc125e6387ebad019fe091e1b67421343fbe9f081d,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,gdn_recurrent_core,none,512,0,fused_gdn_gating_kernel,1788409246019421608,1788409246019432968,11360,a30517fdf04399c02b7c7659bcdbe3adb84cf0fe2b3b7cf0821c0bcdf5920f0d,7472737,0,0,512,1,6,64,1,1,0,True,GDN chunk/state,,,
a78843476806967353bbc5a124cbc0145bb90ddb9e56008f5b704236fbd3333e,58ced5066268796d409409bc125e6387ebad019fe091e1b67421343fbe9f081d,batch8-dual-dcu-dp2-req-001-9ff911f1de6b093c,1,1,1,prefill,batch8-dp2-fresh-003-R02-rank1-prefill-req001-occ001,14,gdn_recurrent_core,none,512,0,l2norm_fwd_kernel2,1788409246019971688,1788409246019978088,6400,578fc053b933636696f8530e4bd4716c0f333697db753b03198ba931c6b8eb3d,7472758,0,0,256,1,1,256,1,1,0,True,GDN chunk/state,,,
